"ID","Nome","Indirizzo","Delivery","Prenotazione online","Tipo cucina","Prezzo","Descrizione","Latitudine","Longitudine"
"542","Moi","via Antonio Serra 15, Rome, 00191, Italy","False","True","Seasonal Cuisine","€€","Moi is a small yet decidedly smart restaurant which stands out for its quality in the Fleming district in north-west Rome. With years of culinary experience behind him, Thomas uses modern techniques to prepare dishes made from fresh, seasonal ingredients which can change on a daily basis, including meat, fish, vegetables and herbs, all of which are full of flavour and reasonably priced.","41.9436379","12.4723346"
"543","Trattoria della Fortuna","Via Salaria 57, Monterotondo, 00015, Italy","True","True","Regional Cuisine","€€","This interior of this trattoria occupying an anonymous rural building at a road junction just outside the village comes as something of a surprise. Inside, the dining room has a warm ambience, with a friendly welcome offered by the female staff. The dishes here are authentic and full of flavour, with a focus on regional Italian traditions and top-quality local ingredients – all the pasta and desserts are homemade. We particularly recommend two of the specialities, namely the “Girella e Cartellata” (made using 36 egg yolks) stuffed with ricotta and goat’s cheese and served with a “ciauscolo” (a type of sausage typical of the Marche and Umbria) ragu and a red wine reduction. A small, simple pergola-shaded outdoor space completes the picture.","42.08187","12.6075"
"544","Ronchi Rò","località Cime di Dolegna 12, Dolegna del Collio, 34070, Italy","True","True","Regional Cuisine","€€","Ronchi Rò is an estate-cum-agriturismo surrounded by the verdant rolling hills and lush woodland of the Collio, a fascinating and enchanting border region famous for its superb wines. Chef Fares Issa’s cuisine is authentic, full of flavour and resolutely seasonal. Although his dishes are influenced by the culinary traditions of the Friuli region, including hams and salamis, goose speck and “frico” (a cheese and potato dish), he also includes the occasional contemporary twist. This is a small and intimate restaurant with just six tables in its attractive, modern dining room, so booking ahead is advisable!","46.0236284","13.4866949"
"545","I Tri Siochètt","strada Farnese 74, Parma, 43125, Italy","True","True","Emilian","€€","Situated just beyond the city’s ring-road, this typical trattoria boasts large dining rooms with a friendly, informal atmosphere. The cuisine showcases the traditions of Parma in delicious, top-quality dishes made from predominantly local ingredients. Not-to-be-missed house specialities include torta fritta (fried pie) with mixed cured meats and zuppa inglese (a kind of trifle).","44.7745082","10.2995451"
"546","Rimulas","via Severino Grattoni 8, Voghera, 27058, Italy","False","True","Innovative","€€","At this restaurant situated just a stone’s throw from Piazza Duomo in the historic centre of Voghera, a young chef and his charming wife (who supervises the front of house) are renowned for their reasonably priced excellent cuisine. The chef’s skilfully and imaginatively prepared dishes bear witness to his extensive experience working elsewhere in Italy and further afield. The decor is contemporary, with just a few minimalist-style tables and a hushed ambience.","44.99336","9.00868"
"547","Ca' d'Frara","via del Gambero 4, Ferrara, 44121, Italy","False","True","Emilian","€€","Tucked away in a corner of the town centre, this restaurant has a small entrance that opens into two bright and airy dining rooms with an elegant feel. The cuisine is typical of Romagna with a focus on home-made pastas and delicious main courses such as tripe alla parmigiana. If you’re not sure what to choose, we suggest opting for the traditional tasting menu which is impressive, both in terms of quality and value for money. Professional yet unfussy service.","44.8363193","11.6226073"
"548","ChiaroScuro","corso Vittorio Emanuele II 380, Cagliari, 09123, Italy","False","False","Sardinian","€€","In this small neighbourhood restaurant, chef Marina Ravarotto pays tribute to some of Sardinia’s iconic dishes, such as Su Filindeu – a home made pasta very difficult to prepare. The excellent 4-course “Le Radici” menu introduces guests to some of the island’s most typical dishes.","39.2206741","9.107065"
"549","Mezzolitro Vini e Cucina","via Pomè 10, Rho, 20017, Italy","False","False","Cuisine from Abruzzo","€€","Situated amid the attractive alleyways in the centre of Rho, this simple yet pleasant and friendly restaurant serves delicious local cuisine. Abruzzo specialities are to the fore, including dishes such as spaghetti alla chitarra with meatballs in sauce, various mutton recipes (grilled on skewers, tartare, steaks etc), lamb and different types of ham.","45.5294549","9.042316"
"550","Da Sapì","via Giuseppe Mazzini 36, Esine, 25040, Italy","True","True","Lombardian","€€","Contemporary-style cuisine with a regional focus and carefully selected local produce are the hallmarks of this restaurant now run by the fourth generation of the same family. The menu features dishes prepared using seasonal vegetables, plus artisanal ice cream made from 100% natural ingredients.","45.9231937","10.2577142"
"551","Locanda delle Grazie","via San Pio X 2, Grazie, 46010, Italy","False","False","Mantuan","€","Situated in the centre of the charming village of Curtatone which overlooks the river Mincio, this restaurant has been a beacon for fans of Mantuan cuisine for many years. A few Italian favourites feature alongside the local specialities, which include pumpkin tortelli, cured meats, pike with salsa verde and slow-cooked meats, as well as sbrisolona and zabaglione desserts. Simple, yet delicious cuisine, with a focus on home-style cooking and generous portions, all at reasonable prices.","45.1564689","10.6940175"
"552","L'Ortone","piazza Lorenzo Ghiberti 87 r, Florence, 50122, Italy","True","True","Italian","€€","This Tuscan-style bistro next to Sant'Ambrogio market is simple both in its decor and cuisine, offering a menu which features a few regional dishes alongside imaginative Italian-themed options such as spaghetti with tomato and burrato served with grilled yellow tomatoes. The wine list features impressive regional labels for all budgets, plus there’s a small outdoor space for alfresco dining in fine weather.","43.770681","11.2674875"
"553","L'Osteria della Trippa","via Goffredo Mameli 15, Rome, 00153, Italy","True","False","Cuisine from Lazio","€","One of the best places in Rome in which to sample the cuisine of Lazio, this restaurant is renowned across the globe for its generous portions of carefully prepared, regional specialities. In addition to the tripe referenced in the restaurant’s name, you’ll also find dishes such as artichokes alla giudia, coratella (lamb offal) and pastas served with the most famous local sauces (amatriciana, carbonara and cacio e pepe) on the menu. Truly delicious!","41.8864511","12.4681489"
